Subtotal Area	JULIÁN CASTRO	MICHAEL A. ELLINGER	ELIZABETH WARREN	MARIANNE WILLIAMSON	ANDREW YANG	ROQUE "ROCKY" DE LA FUENTE III	JOHN K. DELANEY	AMY KLOBUCHAR	BERNIE SANDERS	JOE SESTAK	TOM STEYER	DEVAL PATRICK	MICHAEL BENNET	MICHAEL R. BLOOMBERG	MOSIE BOYD	CORY BOOKER	PETE BUTTIGIEG	JOSEPH R. BIDEN	TULSI GABBARD	MARK STEWART GREENSTEIN	NAKIA L. ANTHONY	DAPHNE DENISE BRADFORD	WILLIE FELIX CARTER	MICHAEL DENAME	JEFFREY H. DROBMAN	ROBERT JORDAN	HEATHER MARIE STAGG	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 7614	1	0	63	0	2	0	0	0	137	0	2	0	0	22	0	1	10	48	1	0	0	0	0	0	0	0	0	916	288	0	0	1	287	0
Precinct 7615 - Vote By Mail	0	0	11	0	4	0	0	1	51	0	0	0	0	18	0	0	4	24	1	0	0	0	0	0	0	0	0	510	116	0	1	1	114	0
Precinct 7615 - Election Day	0	0	5	0	0	0	1	0	21	0	2	0	0	3	0	0	1	12	1	1	0	0	0	0	0	0	0	240	48	0	1	0	47	0
Precinct 7615	0	0	16	0	4	0	1	1	72	0	2	0	0	21	0	0	5	36	2	1	0	0	0	0	0	0	0	750	164	0	2	1	161	0
Precinct 7616 - Vote By Mail	0	0	79	0	2	0	0	7	90	0	3	1	0	23	0	0	29	59	0	0	0	0	0	0	0	0	0	754	296	0	0	3	293	0
Precinct 7616 - Election Day	0	0	18	0	1	0	0	0	31	0	0	0	0	6	0	0	0	28	0	0	0	0	0	0	0	0	0	82	84	0	0	0	84	0
Precinct 7616	0	0	97	0	3	0	0	7	121	0	3	1	0	29	0	0	29	87	0	0	0	0	0	0	0	0	0	836	380	0	0	3	377	0
Precinct 7617 - Vote By Mail	0	0	19	0	4	0	0	3	54	0	2	0	0	24	0	0	9	31	1	0	0	0	0	0	0	0	0	583	151	0	2	2	147	0
Precinct 7617 - Election Day	0	0	8	0	1	0	0	0	13	0	0	0	0	3	0	0	1	8	0	0	0	0	0	0	0	0	0	169	34	0	0	0	34	0
Precinct 7617	0	0	27	0	5	0	0	3	67	0	2	0	0	27	0	0	10	39	1	0	0	0	0	0	0	0	0	752	185	0	2	2	181	0
Precinct 7618 - Vote By Mail	0	0	74	0	5	0	0	5	124	0	3	0	0	27	0	0	32	44	2	0	0	0	0	0	0	0	0	763	317	0	0	1	316	0
Precinct 7618 - Election Day	0	0	19	0	0	0	0	0	39	0	0	0	0	3	0	0	0	16	0	0	0	0	0	0	0	0	0	151	78	0	0	1	77	0
Precinct 7618	0	0	93	0	5	0	0	5	163	0	3	0	0	30	0	0	32	60	2	0	0	0	0	0	0	0	0	914	395	0	0	2	393	0
Precinct 7619 - Vote By Mail	0	0	95	0	9	0	0	4	142	0	3	0	0	33	0	0	31	64	4	0	0	0	0	0	0	0	0	937	387	0	0	2	385	0
Precinct 7619 - Election Day	0	0	26	0	1	0	0	0	50	0	0	0	0	8	0	0	2	30	0	0	0	0	0	0	0	0	0	170	117	0	0	0	117	0
Precinct 7619	0	0	121	0	10	0	0	4	192	0	3	0	0	41	0	0	33	94	4	0	0	0	0	0	0	0	0	1,107	504	0	0	2	502	0
Precinct 7621 - Vote By Mail	0	0	95	0	11	0	0	4	138	0	1	0	0	42	0	0	32	52	2	0	0	0	0	0	0	0	0	1,006	380	0	2	1	377	0
Precinct 7621 - Election Day	0	0	22	0	0	0	0	0	36	0	0	0	0	5	0	0	0	36	0	0	0	0	0	0	0	0	0	149	100	0	0	0	100	1
Precinct 7621	0	0	117	0	11	0	0	4	174	0	1	0	0	47	0	0	32	88	2	0	0	0	0	0	0	0	0	1,155	480	0	2	1	477	1
Precinct 7622 - Vote By Mail	0	0	25	0	4	0	0	2	71	0	1	0	0	16	0	0	15	38	0	0	0	0	0	0	0	0	0	697	175	0	1	2	172	0
Precinct 7622 - Election Day	0	0	11	0	0	0	0	0	34	0	1	0	0	4	0	0	0	21	0	0	0	0	0	0	0	0	0	263	71	0	0	0	71	0
Precinct 7622	0	0	36	0	4	0	0	2	105	0	2	0	0	20	0	0	15	59	0	0	0	0	0	0	0	0	0	960	246	0	1	2	243	0
Precinct 7623 - Vote By Mail	0	0	45	1	7	0	0	1	95	0	5	0	0	18	0	0	12	26	1	0	0	0	0	0	0	0	0	767	216	0	2	3	211	0
Precinct 7623 - Election Day	0	0	17	0	0	0	0	0	55	0	0	0	0	3	0	0	2	16	1	0	0	0	0	0	0	0	0	237	94	0	0	0	94	0
Precinct 7623	0	0	62	1	7	0	0	1	150	0	5	0	0	21	0	0	14	42	2	0	0	0	0	0	0	0	0	1,004	310	0	2	3	305	0
Precinct 7624 - Vote By Mail	0	0	12	0	1	0	0	2	66	0	4	0	1	30	0	0	11	37	1	0	0	0	0	0	0	0	0	652	171	0	1	5	165	0
Precinct 7624 - Election Day	0	0	9	0	1	0	0	0	27	1	0	0	0	9	0	0	0	19	0	1	0	0	0	0	0	0	0	223	67	0	0	0	67	0
Precinct 7624	0	0	21	0	2	0	0	2	93	1	4	0	1	39	0	0	11	56	1	1	0	0	0	0	0	0	0	875	238	0	1	5	232	0
Precinct 7625 - Vote By Mail	0	0	21	0	18	0	1	0	66	0	2	0	1	52	1	1	12	55	3	0	0	0	0	0	0	0	0	749	243	0	2	8	233	0
Precinct 7625 - Election Day	0	0	3	0	0	0	0	1	9	0	0	0	0	9	0	0	1	8	0	0	0	0	0	0	0	0	0	73	31	0	0	0	31	0
Precinct 7625	0	0	24	0	18	0	1	1	75	0	2	0	1	61	1	1	13	63	3	0	0	0	0	0	0	0	0	822	274	0	2	8	264	0
Precinct 7626 - Vote By Mail	0	0	67	0	3	0	0	7	70	0	1	0	0	67	0	0	50	71	1	0	0	0	0	0	0	0	0	944	338	0	0	1	337	0
Precinct 7626 - Election Day	0	0	17	0	0	0	0	0	21	0	0	0	0	8	0	0	1	56	0	0	0	0	0	0	0	0	0	129	103	0	0	0	103	0
Precinct 7626	0	0	84	0	3	0	0	7	91	0	1	0	0	75	0	0	51	127	1	0	0	0	0	0	0	0	0	1,073	441	0	0	1	440	0
Precinct 7627 - Vote By Mail	0	0	15	0	2	0	0	6	26	0	0	0	1	38	0	0	14	42	0	0	0	0	0	0	0	0	0	457	144	0	0	0	144	0
Precinct 7627 - Election Day	0	0	15	0	1	0	0	0	11	0	0	0	0	13	0	0	0	16	0	0	0	0	0	0	0	0	0	67	56	0	0	0	56	0
Precinct 7627	0	0	30	0	3	0	0	6	37	0	0	0	1	51	0	0	14	58	0	0	0	0	0	0	0	0	0	524	200	0	0	0	200	0
Precinct 7628 - Vote By Mail	0	0	82	0	1	0	1	3	116	0	2	0	0	25	0	0	10	44	1	0	0	0	0	0	0	0	0	718	290	0	3	2	285	0
Precinct 7628 - Election Day	0	0	25	0	0	0	0	0	41	0	0	0	0	5	0	0	2	31	0	0	0	0	0	0	0	0	0	220	105	0	0	0	105	1
Precinct 7628	0	0	107	0	1	0	1	3	157	0	2	0	0	30	0	0	12	75	1	0	0	0	0	0	0	0	0	938	395	0	3	2	390	1
Precinct 7629 - Vote By Mail	0	0	61	0	1	0	0	4	106	0	0	0	0	15	0	0	19	36	1	0	0	0	0	0	0	0	0	691	245	0	1	1	243	0
Precinct 7629 - Election Day	0	0	21	0	0	0	0	0	30	0	1	0	0	4	0	0	0	27	0	0	0	0	0	0	0	0	0	162	83	0	0	0	83	0
Precinct 7629	0	0	82	0	1	0	0	4	136	0	1	0	0	19	0	0	19	63	1	0	0	0	0	0	0	0	0	853	328	0	1	1	326	0
Precinct 7631 - Vote By Mail	0	0	72	0	6	0	0	3	133	0	1	0	0	42	0	1	45	61	1	1	0	0	0	0	0	0	0	1,009	370	0	0	4	366	0
Precinct 7631 - Election Day	0	0	30	0	0	0	0	0	41	0	0	0	0	13	0	0	0	21	0	0	0	0	0	0	0	0	0	210	105	0	0	0	105	0
Precinct 7631	0	0	102	0	6	0	0	3	174	0	1	0	0	55	0	1	45	82	1	1	0	0	0	0	0	0	0	1,219	475	0	0	4	471	0
Precinct 7632 - Vote By Mail	0	0	110	0	4	0	0	2	152	0	3	0	1	23	0	0	32	41	0	0	0	0	0	0	0	0	0	1,002	369	0	0	1	368	0
Precinct 7632 - Election Day	0	0	35	0	0	0	0	0	61	0	0	0	0	6	0	0	1	20	0	0	0	0	0	0	0	0	0	169	123	0	0	0	123	0
Precinct 7632	0	0	145	0	4	0	0	2	213	0	3	0	1	29	0	0	33	61	0	0	0	0	0	0	0	0	0	1,171	492	0	0	1	491	0
Precinct 7633 - Vote By Mail	0	0	34	0	6	0	0	3	69	0	3	0	0	15	0	0	19	36	1	0	0	0	0	0	0	0	0	609	190	0	0	4	186	0
Precinct 7633 - Election Day	0	0	18	0	0	0	0	0	53	0	1	0	0	4	0	0	0	17	0	0	0	0	0	0	0	0	0	126	94	0	0	1	93	0
Precinct 7633	0	0	52	0	6	0	0	3	122	0	4	0	0	19	0	0	19	53	1	0	0	0	0	0	0	0	0	735	284	0	0	5	279	0
Precinct 7634 - Vote By Mail	2	0	33	0	3	0	0	3	88	0	6	0	0	49	0	0	22	59	2	0	0	0	0	0	0	0	0	704	270	0	0	3	267	0
Precinct 7634 - Election Day	0	0	11	0	2	0	0	0	38	0	0	1	0	7	0	0	0	25	1	0	0	0	0	0	0	0	0	186	91	0	5	1	85	0
Precinct 7634	2	0	44	0	5	0	0	3	126	0	6	1	0	56	0	0	22	84	3	0	0	0	0	0	0	0	0	890	361	0	5	4	352	0
Precinct 7635 - Vote By Mail	0	0	43	0	4	0	0	4	75	0	3	1	1	32	1	1	23	50	1	0	0	0	0	0	0	0	0	665	245	0	0	6	239	0
Precinct 7635 - Election Day	0	0	15	0	0	0	0	0	23	0	0	0	0	5	0	0	0	14	1	0	0	0	0	0	0	0	0	188	59	0	0	1	58	0
Precinct 7635	0	0	58	0	4	0	0	4	98	0	3	1	1	37	1	1	23	64	2	0	0	0	0	0	0	0	0	853	304	0	0	7	297	0
Precinct 7636 - Vote By Mail	0	0	73	0	3	0	0	2	75	0	2	0	0	46	0	0	27	49	1	0	0	0	0	0	0	0	0	798	281	0	1	2	278	0
Precinct 7636 - Election Day	0	0	26	0	0	0	0	0	38	0	0	0	0	10	0	0	0	26	0	0	0	0	0	0	0	0	0	161	101	0	0	0	101	1
Precinct 7636	0	0	99	0	3	0	0	2	113	0	2	0	0	56	0	0	27	75	1	0	0	0	0	0	0	0	0	959	382	0	1	2	379	1
Precinct 7637 - Vote By Mail	0	0	53	0	4	0	0	6	72	0	0	0	0	54	0	0	37	63	0	0	0	0	0	0	0	0	0	747	290	0	0	1	289	0
Precinct 7637 - Election Day	0	0	14	0	1	0	0	0	27	0	0	0	0	17	0	0	0	34	0	0	0	0	0	0	0	0	0	121	93	0	0	0	93	0
Precinct 7637	0	0	67	0	5	0	0	6	99	0	0	0	0	71	0	0	37	97	0	0	0	0	0	0	0	0	0	868	383	0	0	1	382	0
Precinct 7638 - Vote By Mail	0	0	46	0	7	0	0	1	59	0	2	0	0	80	0	0	21	83	1	0	0	0	0	0	0	0	0	806	300	0	0	0	300	0
Precinct 7638 - Election Day	0	0	11	0	0	0	0	0	17	0	0	0	0	17	0	0	0	33	1	0	0	0	0	0	0	0	0	83	81	0	0	2	79	0
Precinct 7638	0	0	57	0	7	0	0	1	76	0	2	0	0	97	0	0	21	116	2	0	0	0	0	0	0	0	0	889	381	0	0	2	379	0
Precinct 7639 - Vote By Mail	0	0	97	0	7	0	0	12	71	0	2	0	0	50	0	0	33	68	0	0	0	0	0	0	0	0	0	889	342	0	1	1	340	0
Precinct 7639 - Election Day	0	0	31	0	1	0	0	0	25	0	0	0	0	11	0	0	0	55	2	0	0	0	0	0	0	0	0	133	125	0	0	0	125	0
Precinct 7639	0	0	128	0	8	0	0	12	96	0	2	0	0	61	0	0	33	123	2	0	0	0	0	0	0	0	0	1,022	467	0	1	1	465	0
Precinct 7641 - Vote By Mail	0	0	61	0	5	0	0	9	54	0	0	0	2	58	0	1	34	81	0	0	0	0	0	0	0	0	0	817	309	0	1	3	305	0
Precinct 7641 - Election Day	0	0	18	0	0	0	0	0	17	0	0	0	0	7	0	0	1	44	0	0	0	0	0	0	0	0	0	134	87	0	0	0	87	0
Precinct 7641	0	0	79	0	5	0	0	9	71	0	0	0	2	65	0	1	35	125	0	0	0	0	0	0	0	0	0	951	396	0	1	3	392	0
Precinct 7642 - Vote By Mail	0	0	50	0	1	0	0	2	79	0	0	0	0	39	0	0	15	60	1	0	0	0	0	0	0	0	0	647	252	0	1	4	247	0
Precinct 7642 - Election Day	0	0	9	0	0	0	0	0	34	0	0	0	0	10	0	0	1	19	0	0	0	0	0	0	0	0	0	118	73	0	0	0	73	0
Precinct 7642	0	0	59	0	1	0	0	2	113	0	0	0	0	49	0	0	16	79	1	0	0	0	0	0	0	0	0	765	325	0	1	4	320	0
Precinct 7643 - Vote By Mail	0	0	69	0	9	0	1	11	76	0	2	0	0	51	0	2	22	82	0	0	0	0	0	0	0	0	0	810	327	0	1	1	325	0
Precinct 7643 - Election Day	0	0	20	0	1	0	0	0	27	0	0	0	0	7	0	0	0	44	0	1	0	0	0	0	0	0	0	131	100	0	0	0	100	0
Precinct 7643	0	0	89	0	10	0	1	11	103	0	2	0	0	58	0	2	22	126	0	1	0	0	0	0	0	0	0	941	427	0	1	1	425	0
Precinct 7644 - Vote By Mail	0	0	100	0	7	0	0	7	104	0	0	0	1	41	0	0	31	52	1	0	0	0	0	0	0	0	0	1,014	348	0	1	3	344	0
Precinct 7644 - Election Day	0	0	31	0	1	0	0	0	56	0	0	0	0	14	0	0	0	38	0	0	0	0	0	0	0	0	0	162	140	0	0	0	140	0
Precinct 7644	0	0	131	0	8	0	0	7	160	0	0	0	1	55	0	0	31	90	1	0	0	0	0	0	0	0	0	1,176	488	0	1	3	484	0
Precinct 7645 - Vote By Mail	0	0	43	0	2	0	0	18	35	0	1	0	0	42	0	0	22	70	0	0	0	0	0	0	0	0	0	595	234	0	0	1	233	0
Precinct 7645 - Election Day	0	0	15	0	0	0	0	0	16	0	0	0	0	9	0	0	0	13	0	0	0	0	0	0	0	0	0	61	53	0	0	0	53	0
Precinct 7645	0	0	58	0	2	0	0	18	51	0	1	0	0	51	0	0	22	83	0	0	0	0	0	0	0	0	0	656	287	0	0	1	286	0
Precinct 7646 - Vote By Mail	0	0	108	0	7	0	0	8	103	0	4	0	0	50	0	0	26	105	1	0	0	0	0	0	0	0	0	1,032	413	0	0	1	412	0
Precinct 7646 - Election Day	0	0	28	0	2	0	0	0	47	0	0	0	0	13	0	0	0	41	0	0	0	0	0	0	0	0	0	121	132	0	0	0	132	1
Precinct 7646	0	0	136	0	9	0	0	8	150	0	4	0	0	63	0	0	26	146	1	0	0	0	0	0	0	0	0	1,153	545	0	0	1	544	1
Precinct 7647 - Vote By Mail	0	0	26	1	0	0	0	2	75	0	3	0	0	17	0	1	11	29	0	0	0	0	0	0	0	0	0	724	168	0	0	3	165	0
Precinct 7647 - Election Day	0	0	9	0	0	0	0	0	45	0	0	0	0	4	0	0	1	19	1	0	0	0	0	0	0	0	0	263	79	0	0	0	79	0
Precinct 7647	0	0	35	1	0	0	0	2	120	0	3	0	0	21	0	1	12	48	1	0	0	0	0	0	0	0	0	987	247	0	0	3	244	0
Precinct 7648 MB - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0
Precinct 7648 MB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0
Precinct 7649 - Vote By Mail	1	0	36	0	7	0	0	4	90	0	2	0	0	27	0	0	13	30	0	0	0	0	0	0	0	0	0	723	211	0	0	1	210	0
Precinct 7649 - Election Day	0	0	12	0	0	0	0	0	37	0	0	0	0	4	0	0	0	20	1	0	0	0	0	0	0	0	0	177	75	0	0	1	74	0
Precinct 7649	1	0	48	0	7	0	0	4	127	0	2	0	0	31	0	0	13	50	1	0	0	0	0	0	0	0	0	900	286	0	0	2	284	0
Precinct 7651 - Vote By Mail	0	0	56	0	4	0	0	7	80	0	3	0	0	50	0	0	24	61	1	0	0	0	0	0	0	0	0	834	287	0	0	1	286	0
Precinct 7651 - Election Day	0	0	14	0	0	0	0	0	17	0	0	0	0	7	0	0	0	30	0	0	0	0	0	0	0	0	0	113	69	0	0	1	68	0
Precinct 7651	0	0	70	0	4	0	0	7	97	0	3	0	0	57	0	0	24	91	1	0	0	0	0	0	0	0	0	947	356	0	0	2	354	0
Precinct 7652 - Vote By Mail	0	0	43	0	1	0	0	4	47	0	2	0	0	26	0	0	14	36	0	0	0	0	0	0	0	0	0	535	174	0	1	0	173	0
Precinct 7652 - Election Day	0	0	9	0	0	0	0	1	33	0	0	0	0	11	0	0	0	28	1	0	0	0	0	0	0	0	0	100	84	0	1	0	83	0
Precinct 7652	0	0	52	0	1	0	0	5	80	0	2	0	0	37	0	0	14	64	1	0	0	0	0	0	0	0	0	635	258	0	2	0	256	0
Precinct 7653 - Vote By Mail	0	0	77	0	6	0	0	7	72	0	1	0	0	33	0	0	23	75	1	1	0	0	0	0	0	0	0	750	296	0	0	0	296	0
Precinct 7653 - Election Day	0	0	13	0	0	0	0	0	21	0	0	0	0	10	0	0	0	31	0	0	0	0	0	0	0	0	0	89	75	0	0	0	75	0
Precinct 7653	0	0	90	0	6	0	0	7	93	0	1	0	0	43	0	0	23	106	1	1	0	0	0	0	0	0	0	839	371	0	0	0	371	0
Precinct 7654 - Vote By Mail	0	0	43	0	0	0	0	2	49	0	0	0	0	15	0	0	26	32	1	0	0	0	0	0	0	0	0	413	172	0	0	4	168	0
Precinct 7654 - Election Day	0	0	14	0	0	0	0	0	30	0	0	0	0	6	0	0	0	31	0	0	0	0	0	0	0	0	0	53	81	0	0	0	81	0
Precinct 7654	0	0	57	0	0	0	0	2	79	0	0	0	0	21	0	0	26	63	1	0	0	0	0	0	0	0	0	466	253	0	0	4	249	0
Precinct 7655 - Vote By Mail	0	0	36	0	6	0	0	3	57	0	1	0	0	29	0	0	11	28	1	0	0	0	0	0	0	0	0	583	174	0	1	1	172	0
Precinct 7655 - Election Day	0	0	10	0	0	0	0	0	18	0	0	0	0	12	0	0	0	17	0	0	0	0	0	0	0	0	0	96	57	0	0	0	57	0
Precinct 7655	0	0	46	0	6	0	0	3	75	0	1	0	0	41	0	0	11	45	1	0	0	0	0	0	0	0	0	679	231	0	1	1	229	0
Precinct 7656 - Vote By Mail	0	0	39	0	1	0	0	12	31	0	1	0	0	71	0	0	19	74	0	0	0	0	0	0	0	0	0	603	248	0	0	0	248	0
Precinct 7656 - Election Day	0	0	7	0	0	0	0	0	4	0	1	0	0	6	0	0	1	16	0	0	0	0	0	0	0	0	0	35	35	0	0	0	35	0
Precinct 7656	0	0	46	0	1	0	0	12	35	0	2	0	0	77	0	0	20	90	0	0	0	0	0	0	0	0	0	638	283	0	0	0	283	0
Precinct 7657 - Vote By Mail	0	0	55	0	2	0	0	4	53	0	0	0	0	26	0	0	15	71	0	0	0	0	0	0	0	0	0	561	228	0	1	1	226	0
Precinct 7657 - Election Day	0	0	11	0	0	0	0	0	8	0	0	0	0	11	0	0	1	28	1	0	0	0	0	0	0	0	0	37	60	0	0	0	60	0
Precinct 7657	0	0	66	0	2	0	0	4	61	0	0	0	0	37	0	0	16	99	1	0	0	0	0	0	0	0	0	598	288	0	1	1	286	0
Precinct 7701 - Vote By Mail	0	0	100	0	3	0	0	8	123	0	2	0	0	48	0	0	26	91	1	0	0	0	0	0	0	0	0	868	404	0	0	2	402	0
Precinct 7701 - Election Day	0	0	38	0	0	0	0	0	50	0	0	0	0	11	0	0	3	51	1	0	0	0	0	0	0	0	0	196	155	0	0	1	154	0
Precinct 7701	0	0	138	0	3	0	0	8	173	0	2	0	0	59	0	0	29	142	2	0	0	0	0	0	0	0	0	1,064	559	0	0	3	556	0
Precinct 7702 - Vote By Mail	0	0	63	0	5	0	0	11	56	0	5	0	0	51	0	0	22	85	2	0	0	0	0	0	0	0	0	623	301	0	0	1	300	0
Precinct 7702 - Election Day	0	0	30	0	0	0	0	0	19	0	0	0	0	10	0	0	0	33	0	0	0	0	0	0	0	0	0	133	92	0	0	0	92	0
Precinct 7702	0	0	93	0	5	0	0	11	75	0	5	0	0	61	0	0	22	118	2	0	0	0	0	0	0	0	0	756	393	0	0	1	392	0
Precinct 7703 MB - Vote By Mail	0	0	3	0	1	0	0	2	18	0	1	0	0	7	0	0	2	20	0	0	0	0	0	0	0	0	0	187	57	0	1	2	54	0
Precinct 7703 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-13	0	0	0	0	0	0
Precinct 7703 MB	0	0	3	0	1	0	0	2	18	0	1	0	0	7	0	0	2	20	0	0	0	0	0	0	0	0	0	174	57	0	1	2	54	0
Precinct 7704 - Vote By Mail	0	0	76	0	11	0	0	8	99	1	2	0	0	52	1	0	38	94	3	0	0	0	0	0	0	0	0	798	389	0	0	4	385	0
Precinct 7704 - Election Day	0	0	30	0	1	0	0	0	40	0	0	0	0	12	0	0	3	68	2	0	0	0	0	0	0	0	0	204	156	0	0	0	156	0
Precinct 7704	0	0	106	0	12	0	0	8	139	1	2	0	0	64	1	0	41	162	5	0	0	0	0	0	0	0	0	1,002	545	0	0	4	541	0
Precinct 7705 - Vote By Mail	0	0	39	0	5	0	0	9	41	0	2	0	1	41	0	0	27	52	1	0	0	0	0	0	0	0	0	470	218	0	0	0	218	0
Precinct 7705 - Election Day	0	0	25	0	0	0	0	0	22	0	0	0	0	11	0	0	0	41	0	0	0	0	0	0	0	0	0	125	100	0	0	1	99	0
Precinct 7705	0	0	64	0	5	0	0	9	63	0	2	0	1	52	0	0	27	93	1	0	0	0	0	0	0	0	0	595	318	0	0	1	317	0
Precinct 7706 - Vote By Mail	1	0	79	1	2	1	0	14	74	0	7	0	0	68	0	1	21	100	0	0	0	0	0	0	0	0	0	687	369	0	0	0	369	0
Precinct 7706 - Election Day	0	0	31	0	0	0	0	1	33	0	0	0	0	12	0	0	1	63	1	0	0	0	0	0	0	0	0	179	142	0	0	0	142	0
Precinct 7706	1	0	110	1	2	1	0	15	107	0	7	0	0	80	0	1	22	163	1	0	0	0	0	0	0	0	0	866	511	0	0	0	511	0
Precinct 7707 - Vote By Mail	0	0	101	0	7	0	0	17	82	0	4	0	0	40	1	0	33	77	0	0	0	0	0	0	0	0	0	683	363	0	1	0	362	0
Precinct 7707 - Election Day	0	0	30	0	1	0	0	0	39	0	0	0	0	17	0	0	1	67	2	0	0	0	0	0	0	0	0	189	157	0	0	0	157	0
Precinct 7707	0	0	131	0	8	0	0	17	121	0	4	0	0	57	1	0	34	144	2	0	0	0	0	0	0	0	0	872	520	0	1	0	519	0
Precinct 7708 - Vote By Mail	0	0	87	1	11	0	0	11	81	0	4	0	0	51	0	0	40	97	4	0	0	0	0	0	0	0	0	710	391	0	1	3	387	0
Precinct 7708 - Election Day	0	0	32	0	0	0	0	0	38	0	0	0	0	14	0	0	1	57	1	0	0	0	0	0	0	0	0	165	144	0	0	1	143	0
Precinct 7708	0	0	119	1	11	0	0	11	119	0	4	0	0	65	0	0	41	154	5	0	0	0	0	0	0	0	0	875	535	0	1	4	530	0
Precinct 7709 - Vote By Mail	0	0	41	0	2	0	0	4	51	0	0	0	0	11	0	1	9	43	1	0	0	0	0	0	0	0	0	324	165	0	0	2	163	0
Precinct 7709 - Election Day	0	0	31	0	0	0	0	0	30	0	0	0	0	6	0	0	0	17	1	0	0	0	0	0	0	0	0	82	85	0	0	0	85	0
Precinct 7709	0	0	72	0	2	0	0	4	81	0	0	0	0	17	0	1	9	60	2	0	0	0	0	0	0	0	0	406	250	0	0	2	248	0
Precinct 7711 - Vote By Mail	0	0	102	0	3	0	0	3	78	0	1	0	0	46	0	0	20	62	1	0	0	0	0	0	0	0	0	658	319	0	0	3	316	0
Precinct 7711 - Election Day	0	0	43	0	0	0	0	1	28	0	0	0	0	5	0	0	0	38	0	0	0	0	0	0	0	0	0	153	115	0	0	0	115	0
Precinct 7711	0	0	145	0	3	0	0	4	106	0	1	0	0	51	0	0	20	100	1	0	0	0	0	0	0	0	0	811	434	0	0	3	431	0
Precinct 7712 - Vote By Mail	0	0	74	0	1	0	1	1	72	0	1	0	0	10	0	0	16	29	2	0	0	0	0	0	0	0	0	425	209	0	0	2	207	0
Precinct 7712 - Election Day	0	0	28	0	0	0	0	0	42	0	0	0	0	3	0	0	0	24	0	0	0	0	0	0	0	0	0	107	97	0	0	0	97	0
Precinct 7712	0	0	102	0	1	0	1	1	114	0	1	0	0	13	0	0	16	53	2	0	0	0	0	0	0	0	0	532	306	0	0	2	304	0
Precinct 7801 - Vote By Mail	0	0	113	0	1	0	0	10	83	0	0	0	0	58	0	0	51	96	1	0	0	0	0	0	0	0	0	823	415	0	0	2	413	0
Precinct 7801 - Election Day	0	0	54	0	0	0	0	0	44	0	0	0	0	25	0	0	1	59	0	0	0	0	0	0	0	0	0	151	183	0	0	0	183	0
Precinct 7801	0	0	167	0	1	0	0	10	127	0	0	0	0	83	0	0	52	155	1	0	0	0	0	0	0	0	0	974	598	0	0	2	596	0
Precinct 7802 - Vote By Mail	0	0	96	0	1	0	0	8	72	0	4	0	0	47	0	0	43	88	3	0	0	0	0	0	0	0	0	646	364	0	0	2	362	0
Precinct 7802 - Election Day	0	0	43	0	0	0	0	0	43	0	0	0	0	10	0	0	1	57	0	0	0	0	0	0	0	0	0	152	154	0	0	0	154	0
Precinct 7802	0	0	139	0	1	0	0	8	115	0	4	0	0	57	0	0	44	145	3	0	0	0	0	0	0	0	0	798	518	0	0	2	516	0
Precinct 7803 - Vote By Mail	0	0	134	2	2	0	0	12	82	0	1	0	0	50	0	0	60	84	2	0	0	0	0	0	0	0	0	718	429	0	0	0	429	0
Precinct 7803 - Election Day	0	0	29	0	0	0	0	1	33	0	0	0	0	2	0	0	0	57	1	0	0	0	0	0	0	0	0	113	124	0	0	1	123	0
Precinct 7803	0	0	163	2	2	0	0	13	115	0	1	0	0	52	0	0	60	141	3	0	0	0	0	0	0	0	0	831	553	0	0	1	552	0
Precinct 7804 - Vote By Mail	0	0	132	0	1	0	0	4	89	0	1	0	0	51	0	0	56	88	0	0	0	0	0	0	0	0	0	734	425	0	0	3	422	0
Precinct 7804 - Election Day	0	0	53	0	0	0	0	1	37	0	0	0	0	20	0	0	1	66	0	0	0	0	0	0	0	0	0	151	178	0	0	0	178	0
Precinct 7804	0	0	185	0	1	0	0	5	126	0	1	0	0	71	0	0	57	154	0	0	0	0	0	0	0	0	0	885	603	0	0	3	600	0
Precinct 7805 - Vote By Mail	0	0	137	0	1	0	0	6	82	0	0	0	0	46	0	0	41	62	0	0	0	0	0	0	0	0	0	644	376	0	0	1	375	0
Precinct 7805 - Election Day	0	0	46	0	0	0	0	0	50	0	0	0	1	10	0	0	0	45	1	0	0	0	0	0	0	0	0	156	153	0	0	0	153	0
Precinct 7805	0	0	183	0	1	0	0	6	132	0	0	0	1	56	0	0	41	107	1	0	0	0	0	0	0	0	0	800	529	0	0	1	528	0
Precinct 7806 - Vote By Mail	0	0	104	0	2	0	0	4	80	0	2	0	0	36	0	0	31	62	2	0	0	0	0	0	0	0	0	602	323	0	0	0	323	0
Precinct 7806 - Election Day	0	0	46	0	0	0	0	0	42	0	0	0	0	10	0	0	0	50	0	0	0	0	0	0	0	0	0	153	148	0	0	0	148	0
