Subtotal Area	KEN ARMSTRONG	MAX ABRAMSON	SAM ROBB	KIM RUFF	STEVEN A RICHEY	JACOB HORNBERGER	SOURAYA FAAS	KEENAN WALLACE DUNHAM	ADAM KOKESH	VERMIN SUPREME	JO JORGENSEN	DAN BEHRMAN	ERIK CHASE GERHARDT	NICHOLAS D'ARTAGNAN DUMAS	GEBY EVA ESPINOSA	JAMES ORLANDO OGLE	SORINNE ARDELEANU	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Writein Votes
Precinct 7834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894	1	0	0	1	0	0
Precinct 7835 - Vote By Mail	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	863	2	0	0	0	2	0
Precinct 7835 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863	1	0	0	1	0	0
Precinct 7835	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	863	3	0	0	1	2	0
Precinct 7836 - Vote By Mail	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,043	2	0	0	1	1	0
Precinct 7836 - Election Day	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1,043	1	0	0	0	1	0
Precinct 7836	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1,043	3	0	0	1	2	0
Precinct 7837 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	0	0	0	0	0	0
Precinct 7837 - Election Day	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	2	0	0	1	1	0
Precinct 7837	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	2	0	0	1	1	0
Precinct 7838 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	895	1	0	0	0	1	0
Precinct 7838 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895	0	0	0	0	0	0
Precinct 7838	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	895	1	0	0	0	1	0
Precinct 7839 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861	0	0	0	0	0	0
Precinct 7839 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861	0	0	0	0	0	0
Precinct 7839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861	0	0	0	0	0	0
Precinct 7841 - Vote By Mail	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	950	1	0	0	0	1	0
Precinct 7841 - Election Day	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	950	1	0	0	0	1	0
Precinct 7841	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	950	2	0	0	0	2	0
Precinct 7842 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879	0	0	0	0	0	0
Precinct 7842 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879	0	0	0	0	0	0
Precinct 7842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879	0	0	0	0	0	0
Precinct 7843 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729	0	0	0	0	0	0
Precinct 7843 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729	0	0	0	0	0	0
Precinct 7843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729	0	0	0	0	0	0
Precinct 7844 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	0	0	0	0	0	0
Precinct 7844 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	0	0	0	0	0	0
Precinct 7844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	0	0	0	0	0	0
Precinct 7845 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	0	0	0	0	0	0
Precinct 7845 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	0	0	0	0	0	0
Precinct 7845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	0	0	0	0	0	0
Precinct 7846 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	908	0	0	0	0	0	0
Precinct 7846 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	908	0	0	0	0	0	0
Precinct 7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	908	0	0	0	0	0	0
Precinct 7847 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	891	1	0	0	0	1	0
Precinct 7847 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	1	0	0	1	0	0
Precinct 7847	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	891	2	0	0	1	1	0
Precinct 7848 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847	0	0	0	0	0	0
Precinct 7848 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847	0	0	0	0	0	0
Precinct 7848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847	0	0	0	0	0	0
Precinct 7849 - Vote By Mail	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	901	1	0	0	0	1	0
Precinct 7849 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	0	0	0	0	0	0
Precinct 7849	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	901	1	0	0	0	1	0
Precinct 7851 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	0	0	0	0	0	0
Precinct 7851 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	0	0	0	0	0	0
Precinct 7851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	0	0	0	0	0	0
Precinct 7852 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644	0	0	0	0	0	0
Precinct 7852 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644	0	0	0	0	0	0
Precinct 7852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644	0	0	0	0	0	0
Precinct 7853 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	855	0	0	0	0	0	0
Precinct 7853 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	855	0	0	0	0	0	0
Precinct 7853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	855	0	0	0	0	0	0
Precinct 7854 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	878	0	0	0	0	0	0
Precinct 7854 - Election Day	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	878	1	0	0	0	1	0
Precinct 7854	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	878	1	0	0	0	1	0
Precinct 7855 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	1	0	0	1	0	0
Precinct 7855 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	0	0	0	0	0	0
Precinct 7855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	1	0	0	1	0	0
Precinct 7856 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847	0	0	0	0	0	0
Precinct 7856 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847	0	0	0	0	0	0
Precinct 7856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847	0	0	0	0	0	0
Precinct 7857 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	0	0	0	0	0	0
Precinct 7857 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	0	0	0	0	0	0
Precinct 7857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	0	0	0	0	0	0
Precinct 7858 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	779	0	0	0	0	0	0
Precinct 7858 - Election Day	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	779	1	0	0	0	1	0
Precinct 7858	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	779	1	0	0	0	1	0
Precinct 7859 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899	0	0	0	0	0	0
Precinct 7859 - Election Day	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899	2	0	0	0	2	0
Precinct 7859	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899	2	0	0	0	2	0
Precinct 7861 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863	0	0	0	0	0	0
Precinct 7861 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863	0	0	0	0	0	0
Precinct 7861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863	0	0	0	0	0	0
Precinct 7862 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864	0	0	0	0	0	0
Precinct 7862 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864	0	0	0	0	0	0
Precinct 7862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864	0	0	0	0	0	0
Precinct 7863 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	0	0	0	0	0	0
Precinct 7863 - Election Day	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	901	1	0	0	0	1	0
Precinct 7863	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	901	1	0	0	0	1	0
Precinct 7864 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814	0	0	0	0	0	0
Precinct 7864 - Election Day	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	814	1	0	0	0	1	0
Precinct 7864	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	814	1	0	0	0	1	0
Precinct 7865 - Vote By Mail	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	840	1	0	0	0	1	0
Precinct 7865 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840	0	0	0	0	0	0
Precinct 7865	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	840	1	0	0	0	1	0
Precinct 7866 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0
Precinct 7866 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	848	1	0	0	0	1	0
Precinct 7866	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	848	1	0	0	0	1	0
Precinct 7867 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978	0	0	0	0	0	0
Precinct 7867 - Election Day	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	978	2	0	0	0	2	0
Precinct 7867	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	978	2	0	0	0	2	0
Precinct 7868 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	876	0	0	0	0	0	0
Precinct 7868 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	876	0	0	0	0	0	0
Precinct 7868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	876	0	0	0	0	0	0
Precinct 7869 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861	0	0	0	0	0	0
Precinct 7869 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861	0	0	0	0	0	0
Precinct 7869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861	0	0	0	0	0	0
Precinct 7871 - Vote By Mail	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	902	1	0	0	0	1	0
Precinct 7871 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902	0	0	0	0	0	0
Precinct 7871	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	902	1	0	0	0	1	0
Precinct 7872 - Vote By Mail	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	874	1	0	0	0	1	0
Precinct 7872 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	874	0	0	0	0	0	0
Precinct 7872	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	874	1	0	0	0	1	0
Precinct 7873 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	0	0	0	0	0	0
Precinct 7873 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	0	0	0	0	0	0
Precinct 7873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	0	0	0	0	0	0
Precinct 7874 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0
Precinct 7874 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0
Precinct 7874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0
Precinct 7875 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	0	0	0	0	0	0
Precinct 7875 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	0	0	0	0	0	0
Precinct 7875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	0	0	0	0	0	0
Precinct 7876 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0
Precinct 7876 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0
Precinct 7876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0
Precinct 7901 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	0	0	0	0	0
Precinct 7901 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	0	0	0	0	0
Precinct 7901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	0	0	0	0	0
Precinct 7902 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	1	0	0	1	0	0
Precinct 7902 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	0	0	0	0	0	0
Precinct 7902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	1	0	0	1	0	0
Precinct 7903 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	0	0	0	0	0	0
Precinct 7903 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	0	0	0	0	0	0
Precinct 7903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	0	0	0	0	0	0
Precinct 7904 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	0	0	0	0	0	0
Precinct 7904 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	0	0	0	0	0	0
Precinct 7904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	0	0	0	0	0	0
Precinct 7905 - Vote By Mail	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	3	0	0	1	2	0
Precinct 7905 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	875	1	0	0	0	1	0
Precinct 7905	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	875	4	0	0	1	3	0
Precinct 7906 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	786	0	0	0	0	0	0
Precinct 7906 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	786	1	0	0	1	0	0
Precinct 7906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	786	1	0	0	1	0	0
Precinct 7907 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	942	0	0	0	0	0	0
Precinct 7907 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	942	0	0	0	0	0	0
Precinct 7907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	942	0	0	0	0	0	0
Precinct 7908 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	992	0	0	0	0	0	0
Precinct 7908 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	992	0	0	0	0	0	0
Precinct 7908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	992	0	0	0	0	0	0
Precinct 7909 - Vote By Mail	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	743	1	0	0	0	1	0
Precinct 7909 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743	0	0	0	0	0	0
Precinct 7909	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	743	1	0	0	0	1	0
Precinct 7911 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	871	0	0	0	0	0	0
Precinct 7911 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	871	0	0	0	0	0	0
Precinct 7911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	871	0	0	0	0	0	0
Precinct 7912 - Vote By Mail	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,059	1	0	0	0	1	0
Precinct 7912 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,059	0	0	0	0	0	0
Precinct 7912	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,059	1	0	0	0	1	0
Precinct 7913 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	0	0	0	0	0	0
Precinct 7913 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	0	0	0	0	0	0
Precinct 7913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	0	0	0	0	0	0
Precinct 7914 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902	0	0	0	0	0	0
Precinct 7914 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902	0	0	0	0	0	0
Precinct 7914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902	0	0	0	0	0	0
Precinct 7915 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	843	1	0	0	1	0	0
Precinct 7915 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	843	0	0	0	0	0	0
Precinct 7915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	843	1	0	0	1	0	0
Precinct 7916 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	858	0	0	0	0	0	0
Precinct 7916 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	858	0	0	0	0	0	0
Precinct 7916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	858	0	0	0	0	0	0
Precinct 7917 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0
Precinct 7917 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0
Precinct 7917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0
Precinct 7918 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	824	0	0	0	0	0	0
Precinct 7918 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	824	0	0	0	0	0	0
Precinct 7918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	824	0	0	0	0	0	0
Precinct 7919 - Vote By Mail	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	866	2	0	0	0	2	0
Precinct 7919 - Election Day	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	866	2	0	0	0	2	0
Precinct 7919	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	866	4	0	0	0	4	0
Precinct 7921 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911	0	0	0	0	0	0
Precinct 7921 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911	0	0	0	0	0	0
Precinct 7921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911	0	0	0	0	0	0
Precinct 7922 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	858	0	0	0	0	0	0
Precinct 7922 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	858	0	0	0	0	0	0
Precinct 7922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	858	0	0	0	0	0	0
Precinct 7923 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	0	0	0	0	0	0
Precinct 7923 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	1	0	0	1	0	0
Precinct 7923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	1	0	0	1	0	0
Precinct 7924 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851	0	0	0	0	0	0
Precinct 7924 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851	0	0	0	0	0	0
Precinct 7924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851	0	0	0	0	0	0
Precinct 7925 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0
Precinct 7925 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0
Precinct 7925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0
Precinct 7926 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	1	0	0	1	0	0
Precinct 7926 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	0	0	0	0	0	0
Precinct 7926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	1	0	0	1	0	0
Precinct 7927 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	742	0	0	0	0	0	0
Precinct 7927 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	742	1	0	0	0	1	0
Precinct 7927	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	742	1	0	0	0	1	0
Precinct 7928 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917	0	0	0	0	0	0
Precinct 7928 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917	0	0	0	0	0	0
Precinct 7928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917	0	0	0	0	0	0
Precinct 7929 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847	0	0	0	0	0	0
Precinct 7929 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847	0	0	0	0	0	0
Precinct 7929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847	0	0	0	0	0	0
Precinct 7931 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751	0	0	0	0	0	0
Precinct 7931 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751	0	0	0	0	0	0
Precinct 7931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751	0	0	0	0	0	0
Precinct 7932 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	0	0	0	0	0	0
Precinct 7932 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	0	0	0	0	0	0
Precinct 7932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	0	0	0	0	0	0
Precinct 7933 MB - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Precinct 7933 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Precinct 7933 MB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Precinct 7934 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884	0	0	0	0	0	0
Precinct 7934 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884	0	0	0	0	0	0
Precinct 7934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884	0	0	0	0	0	0
Precinct 7935 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943	0	0	0	0	0	0
Precinct 7935 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943	0	0	0	0	0	0
Precinct 7935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943	0	0	0	0	0	0
Precinct 7936 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	856	1	0	0	1	0	0
Precinct 7936 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	856	0	0	0	0	0	0
Precinct 7936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	856	1	0	0	1	0	0
Precinct 7937 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1	0	0	1	0	0
Precinct 7937 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	0	0	0	0	0	0
Precinct 7937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1	0	0	1	0	0
Precinct 7938 - Vote By Mail	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	751	2	0	0	0	2	0
Precinct 7938 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751	0	0	0	0	0	0
Precinct 7938	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	751	2	0	0	0	2	0
Precinct 7939 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	0	0	0	0	0
Precinct 7939 - Election Day	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	686	2	0	0	1	1	0
Precinct 7939	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	686	2	0	0	1	1	0
Precinct 7941 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772	0	0	0	0	0	0
