Subtotal Area	PAUL MIYAMOTO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Exhausted Ballots	Ballots Counted	Writein Votes
Precinct 9408	219	834	333	0	0	114	0	219	0
Precinct 9409 - Election Day	77	591	105	0	0	28	0	77	0
Precinct 9409 - Vote By Mail	96	591	133	0	0	37	0	96	0
Precinct 9409	173	591	238	0	0	65	0	173	0
Precinct 9411/9412 - Election Day	172	1,842	254	0	0	82	0	172	0
Precinct 9411/9412 - Vote By Mail	343	1,842	522	0	0	179	0	343	0
Precinct 9411/9412	515	1,842	776	0	0	261	0	515	0
Precinct 9413 - Election Day	69	920	103	0	0	34	0	69	0
Precinct 9413 - Vote By Mail	173	920	280	0	0	107	0	173	0
Precinct 9413	242	920	383	0	0	141	0	242	0
Precinct 9415 - Election Day	56	779	79	0	0	23	0	56	0
Precinct 9415 - Vote By Mail	183	779	252	0	0	69	0	183	0
Precinct 9415	239	779	331	0	0	92	0	239	0
Precinct 9416 - Election Day	108	988	152	0	0	44	0	108	0
Precinct 9416 - Vote By Mail	191	988	279	0	0	88	0	191	0
Precinct 9416	299	988	431	0	0	132	0	299	0
Precinct 9418/9417 - Election Day	151	1,561	201	0	0	50	0	151	0
Precinct 9418/9417 - Vote By Mail	347	1,561	509	0	0	162	0	347	0
Precinct 9418/9417	498	1,561	710	0	0	212	0	498	0
Precinct 9419/9414 - Election Day	126	1,790	174	0	0	48	0	126	0
Precinct 9419/9414 - Vote By Mail	410	1,790	585	0	2	173	0	410	0
Precinct 9419/9414	536	1,790	759	0	2	221	0	536	0
Precinct 9421 - Election Day	55	917	94	0	0	39	0	55	0
Precinct 9421 - Vote By Mail	196	917	282	0	0	86	0	196	0
Precinct 9421	251	917	376	0	0	125	0	251	0
Precinct 9422 - Election Day	107	1,068	139	0	0	32	0	107	0
Precinct 9422 - Vote By Mail	254	1,068	329	0	0	75	0	254	0
Precinct 9422	361	1,068	468	0	0	107	0	361	0
Precinct 9423 - Election Day	69	906	88	0	0	19	0	69	0
Precinct 9423 - Vote By Mail	202	906	263	0	0	61	0	202	0
Precinct 9423	271	906	351	0	0	80	0	271	0
Precinct 9424/9425 - Election Day	119	1,949	182	0	0	63	0	119	0
Precinct 9424/9425 - Vote By Mail	454	1,949	635	0	0	181	0	454	0
Precinct 9424/9425	573	1,949	817	0	0	244	0	573	0
Precinct 9426 - Election Day	52	832	83	0	0	31	0	52	0
Precinct 9426 - Vote By Mail	164	832	265	0	0	101	0	164	0
Precinct 9426	216	832	348	0	0	132	0	216	0
Precinct 9427 - Election Day	87	964	116	0	0	29	0	87	0
Precinct 9427 - Vote By Mail	194	964	283	0	0	89	0	194	0
Precinct 9427	281	964	399	0	0	118	0	281	0
Precinct 9431/9429 - Election Day	158	1,914	218	0	0	60	0	158	0
Precinct 9431/9429 - Vote By Mail	424	1,914	588	0	0	164	0	424	0
Precinct 9431/9429	582	1,914	806	0	0	224	0	582	0
Precinct 9432 - Election Day	77	943	100	0	0	23	0	77	0
Precinct 9432 - Vote By Mail	183	943	267	0	0	84	0	183	0
Precinct 9432	260	943	367	0	0	107	0	260	0
Precinct 9433/9428 - Election Day	106	1,923	152	0	0	46	0	106	0
Precinct 9433/9428 - Vote By Mail	436	1,923	608	0	1	171	0	436	0
Precinct 9433/9428	542	1,923	760	0	1	217	0	542	0
Precinct 9434 - Election Day	78	982	118	0	0	40	0	78	0
Precinct 9434 - Vote By Mail	203	982	296	0	0	93	0	203	0
Precinct 9434	281	982	414	0	0	133	0	281	0
Precinct 9436 - Election Day	92	1,057	123	0	0	31	0	92	0
Precinct 9436 - Vote By Mail	242	1,057	324	0	0	82	0	242	0
Precinct 9436	334	1,057	447	0	0	113	0	334	0
Precinct 9437 - Election Day	65	908	95	0	0	30	0	65	0
Precinct 9437 - Vote By Mail	200	908	281	0	0	81	0	200	0
Precinct 9437	265	908	376	0	0	111	0	265	0
Precinct 9439/9438 - Election Day	132	1,863	162	0	0	30	0	132	0
Precinct 9439/9438 - Vote By Mail	412	1,863	599	0	1	186	0	412	0
Precinct 9439/9438	544	1,863	761	0	1	216	0	544	0
Precinct 9441 - Election Day	83	985	118	0	0	35	0	83	0
Precinct 9441 - Vote By Mail	203	985	314	0	0	111	0	203	0
Precinct 9441	286	985	432	0	0	146	0	286	0
Precinct 9442/9435 - Election Day	188	2,015	249	0	0	61	0	188	0
Precinct 9442/9435 - Vote By Mail	420	2,015	562	0	0	142	0	420	0
Precinct 9442/9435	608	2,015	811	0	0	203	0	608	0
Precinct 9443/9444 - Election Day	133	1,908	176	0	0	43	0	133	0
Precinct 9443/9444 - Vote By Mail	402	1,908	559	0	1	156	0	402	0
Precinct 9443/9444	535	1,908	735	0	1	199	0	535	0
Precinct 9445 - Election Day	55	971	92	0	0	37	0	55	0
Precinct 9445 - Vote By Mail	227	971	307	0	0	80	0	227	0
Precinct 9445	282	971	399	0	0	117	0	282	0
Precinct 9446/9452 - Election Day	174	1,940	230	0	0	56	0	174	0
Precinct 9446/9452 - Vote By Mail	417	1,940	622	0	0	205	0	417	0
Precinct 9446/9452	591	1,940	852	0	0	261	0	591	0
Precinct 9447 - Election Day	83	889	122	0	0	39	0	83	0
Precinct 9447 - Vote By Mail	187	889	274	0	0	87	0	187	0
Precinct 9447	270	889	396	0	0	126	0	270	0
Precinct 9448 - Election Day	75	936	105	0	0	30	0	75	0
Precinct 9448 - Vote By Mail	179	936	263	0	1	83	0	179	0
Precinct 9448	254	936	368	0	1	113	0	254	0
Precinct 9449 - Election Day	69	862	86	0	0	17	0	69	0
Precinct 9449 - Vote By Mail	184	862	276	0	0	92	0	184	0
Precinct 9449	253	862	362	0	0	109	0	253	0
Precinct 9451 - Election Day	30	437	41	0	0	11	0	30	0
Precinct 9451 - Vote By Mail	103	437	143	0	0	40	0	103	0
Precinct 9451	133	437	184	0	0	51	0	133	0
Precinct 9453 - Election Day	43	520	57	0	0	14	0	43	0
Precinct 9453 - Vote By Mail	125	520	165	0	0	40	0	125	0
Precinct 9453	168	520	222	0	0	54	0	168	0
Precinct 9501 MB - Election Day	1	147	2	0	0	1	0	1	0
Precinct 9501 MB - Vote By Mail	51	147	69	0	0	18	0	51	0
Precinct 9501 MB	52	147	71	0	0	19	0	52	0
Precinct 9502 MB - Election Day	4	253	5	0	0	1	0	4	0
Precinct 9502 MB - Vote By Mail	78	253	104	0	0	26	0	78	0
Precinct 9502 MB	82	253	109	0	0	27	0	82	0
Precinct 9503/9504 - Election Day	75	667	86	0	0	11	0	75	0
Precinct 9503/9504 - Vote By Mail	130	667	176	0	1	45	0	130	0
Precinct 9503/9504	205	667	262	0	1	56	0	205	0
Precinct 9505 - Election Day	88	760	116	0	0	28	0	88	0
Precinct 9505 - Vote By Mail	194	760	246	0	0	52	0	194	0
Precinct 9505	282	760	362	0	0	80	0	282	0
Precinct 9506 - Election Day	65	750	95	0	0	30	0	65	0
Precinct 9506 - Vote By Mail	138	750	186	0	0	48	0	138	0
Precinct 9506	203	750	281	0	0	78	0	203	0
Precinct 9507 - Election Day	81	713	121	0	0	40	0	81	0
Precinct 9507 - Vote By Mail	133	713	212	0	0	79	0	133	0
Precinct 9507	214	713	333	0	0	119	0	214	0
Precinct 9511/9509 - Election Day	129	1,314	228	0	0	99	0	129	0
Precinct 9511/9509 - Vote By Mail	243	1,314	383	0	0	140	0	243	0
Precinct 9511/9509	372	1,314	611	0	0	239	0	372	0
Precinct 9512/9508 - Election Day	140	1,544	231	0	0	91	0	140	0
Precinct 9512/9508 - Vote By Mail	328	1,544	489	0	0	161	0	328	0
Precinct 9512/9508	468	1,544	720	0	0	252	0	468	0
Precinct 9513 - Election Day	111	872	163	0	0	52	0	111	0
Precinct 9513 - Vote By Mail	151	872	242	0	0	91	0	151	0
Precinct 9513	262	872	405	0	0	143	0	262	0
Precinct 9514/9522 - Election Day	108	888	158	0	0	50	0	108	0
Precinct 9514/9522 - Vote By Mail	183	888	270	0	0	87	0	183	0
Precinct 9514/9522	291	888	428	0	0	137	0	291	0
Precinct 9516/9515 - Election Day	188	1,579	275	0	0	87	0	188	0
Precinct 9516/9515 - Vote By Mail	347	1,579	484	0	0	137	0	347	0
Precinct 9516/9515	535	1,579	759	0	0	224	0	535	0
Precinct 9517/9518 - Election Day	178	1,554	252	0	0	74	0	178	0
Precinct 9517/9518 - Vote By Mail	321	1,554	484	0	0	163	0	321	0
Precinct 9517/9518	499	1,554	736	0	0	237	0	499	0
Precinct 9519 - Election Day	109	882	148	0	0	39	0	109	0
Precinct 9519 - Vote By Mail	192	882	304	0	0	112	0	192	0
Precinct 9519	301	882	452	0	0	151	0	301	0
Precinct 9521 - Election Day	134	870	182	0	0	48	0	134	0
Precinct 9521 - Vote By Mail	198	870	295	0	0	97	0	198	0
Precinct 9521	332	870	477	0	0	145	0	332	0
Precinct 9701 - Election Day	91	652	122	0	0	31	0	91	0
Precinct 9701 - Vote By Mail	130	652	183	0	0	53	0	130	0
Precinct 9701	221	652	305	0	0	84	0	221	0
Precinct 9702 - Election Day	83	709	121	0	0	38	0	83	0
Precinct 9702 - Vote By Mail	129	709	210	0	0	81	0	129	0
Precinct 9702	212	709	331	0	0	119	0	212	0
Precinct 9703 - Election Day	95	981	117	0	0	22	0	95	0
Precinct 9703 - Vote By Mail	229	981	333	0	0	104	0	229	0
Precinct 9703	324	981	450	0	0	126	0	324	0
Precinct 9704 - Election Day	104	946	133	0	0	29	0	104	0
Precinct 9704 - Vote By Mail	243	946	337	0	0	94	0	243	0
Precinct 9704	347	946	470	0	0	123	0	347	0
Precinct 9705/9708 - Election Day	209	1,865	274	0	0	65	0	209	0
Precinct 9705/9708 - Vote By Mail	451	1,865	608	0	0	157	0	451	0
Precinct 9705/9708	660	1,865	882	0	0	222	0	660	0
Precinct 9706 MB - Election Day	0	48	0	0	0	0	0	0	0
Precinct 9706 MB - Vote By Mail	17	48	20	0	0	3	0	17	0
Precinct 9706 MB	17	48	20	0	0	3	0	17	0
Precinct 9709 - Election Day	80	1,021	108	0	0	28	0	80	0
Precinct 9709 - Vote By Mail	259	1,021	335	0	0	76	0	259	0
Precinct 9709	339	1,021	443	0	0	104	0	339	0
Precinct 9711/9707 - Election Day	174	1,433	222	0	0	48	0	174	0
Precinct 9711/9707 - Vote By Mail	408	1,433	526	0	0	118	0	408	0
Precinct 9711/9707	582	1,433	748	0	0	166	0	582	0
Precinct 9712/9715 - Election Day	157	1,237	190	0	0	33	0	157	0
Precinct 9712/9715 - Vote By Mail	337	1,237	466	0	0	129	0	337	0
Precinct 9712/9715	494	1,237	656	0	0	162	0	494	0
Precinct 9716 - Election Day	93	951	133	0	0	40	0	93	0
Precinct 9716 - Vote By Mail	242	951	325	0	0	83	0	242	0
Precinct 9716	335	951	458	0	0	123	0	335	0
Precinct 9717/9713 - Election Day	166	1,917	224	0	0	58	0	166	0
Precinct 9717/9713 - Vote By Mail	467	1,917	610	0	0	143	0	467	0
Precinct 9717/9713	633	1,917	834	0	0	201	0	633	0
Precinct 9718/9714 - Election Day	218	1,833	277	0	0	59	0	218	0
Precinct 9718/9714 - Vote By Mail	505	1,833	701	0	0	196	0	505	0
Precinct 9718/9714	723	1,833	978	0	0	255	0	723	0
Precinct 9719 - Election Day	105	910	135	0	0	30	0	105	0
Precinct 9719 - Vote By Mail	266	910	348	0	0	82	0	266	0
Precinct 9719	371	910	483	0	0	112	0	371	0
Precinct 9721 - Election Day	106	660	128	0	0	22	0	106	0
Precinct 9721 - Vote By Mail	200	660	251	0	0	51	0	200	0
Precinct 9721	306	660	379	0	0	73	0	306	0
Precinct 9722 - Election Day	51	587	70	0	0	19	0	51	0
Precinct 9722 - Vote By Mail	191	587	245	0	0	54	0	191	0
Precinct 9722	242	587	315	0	0	73	0	242	0
Precinct 9723 - Election Day	33	505	38	0	0	5	0	33	0
Precinct 9723 - Vote By Mail	140	505	187	0	0	47	0	140	0
Precinct 9723	173	505	225	0	0	52	0	173	0
Precinct 9724 - Election Day	82	1,003	100	0	0	18	0	82	0
Precinct 9724 - Vote By Mail	251	1,003	378	0	0	127	0	251	0
Precinct 9724	333	1,003	478	0	0	145	0	333	0
Precinct 9725 - Election Day	72	965	88	0	0	16	0	72	0
Precinct 9725 - Vote By Mail	229	965	321	0	0	92	0	229	0
Precinct 9725	301	965	409	0	0	108	0	301	0
Precinct 9726 - Election Day	59	621	74	0	0	15	0	59	0
Precinct 9726 - Vote By Mail	102	621	127	0	0	25	0	102	0
Precinct 9726	161	621	201	0	0	40	0	161	0
Precinct 9727 - Election Day	47	453	51	0	0	4	0	47	0
Precinct 9727 - Vote By Mail	126	453	163	0	0	37	0	126	0
Precinct 9727	173	453	214	0	0	41	0	173	0
Precinct 9728/9746 - Election Day	218	1,829	273	0	0	55	0	218	0
Precinct 9728/9746 - Vote By Mail	466	1,829	610	0	0	144	0	466	0
Precinct 9728/9746	684	1,829	883	0	0	199	0	684	0
Precinct 9729 - Election Day	86	809	105	0	0	19	0	86	0
Precinct 9729 - Vote By Mail	245	809	316	0	0	71	0	245	0
Precinct 9729	331	809	421	0	0	90	0	331	0
Precinct 9731 - Election Day	68	572	77	0	0	9	0	68	0
Precinct 9731 - Vote By Mail	135	572	190	0	0	55	0	135	0
Precinct 9731	203	572	267	0	0	64	0	203	0
Precinct 9732 MB - Election Day	0	71	0	0	0	0	0	0	0
Precinct 9732 MB - Vote By Mail	30	71	39	0	0	9	0	30	0
Precinct 9732 MB	30	71	39	0	0	9	0	30	0
Precinct 9733 MB - Election Day	3	235	5	0	0	2	0	3	0
Precinct 9733 MB - Vote By Mail	85	235	115	0	0	30	0	85	0
Precinct 9733 MB	88	235	120	0	0	32	0	88	0
Precinct 9734/9735 - Election Day	146	1,389	188	0	0	42	0	146	0
Precinct 9734/9735 - Vote By Mail	404	1,389	531	0	0	127	0	404	0
Precinct 9734/9735	550	1,389	719	0	0	169	0	550	0
Precinct 9737/9736 - Election Day	158	1,518	204	0	0	46	0	158	0
Precinct 9737/9736 - Vote By Mail	413	1,518	569	0	0	156	0	413	0
Precinct 9737/9736	571	1,518	773	0	0	202	0	571	0
Precinct 9738 - Election Day	37	813	48	0	0	11	0	37	0
Precinct 9738 - Vote By Mail	175	813	228	0	0	53	0	175	0
Precinct 9738	212	813	276	0	0	64	0	212	0
Precinct 9739 - Election Day	52	768	69	0	0	17	0	52	0
Precinct 9739 - Vote By Mail	130	768	177	0	0	47	0	130	0
Precinct 9739	182	768	246	0	0	64	0	182	0
Precinct 9741 - Election Day	48	497	65	0	0	17	0	48	0
Precinct 9741 - Vote By Mail	20	497	25	0	0	5	0	20	0
Precinct 9741	68	497	90	0	0	22	0	68	0
Precinct 9742 - Election Day	79	679	95	0	0	16	0	79	0
Precinct 9742 - Vote By Mail	122	679	153	0	0	31	0	122	0
Precinct 9742	201	679	248	0	0	47	0	201	0
Precinct 9743 - Election Day	83	1,138	122	0	0	39	0	83	0
Precinct 9743 - Vote By Mail	235	1,138	299	0	0	64	0	235	0
Precinct 9743	318	1,138	421	0	0	103	0	318	0
Precinct 9744 - Election Day	80	907	113	0	0	33	0	80	0
Precinct 9744 - Vote By Mail	148	907	205	0	0	57	0	148	0
Precinct 9744	228	907	318	0	0	90	0	228	0
Precinct 9745 - Election Day	64	973	110	0	1	45	0	64	0
Precinct 9745 - Vote By Mail	168	973	212	0	2	42	0	168	0
Precinct 9745	232	973	322	0	3	87	0	232	0
Precinct 9748 - Election Day	66	910	98	0	0	32	0	66	0
Precinct 9748 - Vote By Mail	224	910	311	0	0	87	0	224	0
Precinct 9748	290	910	409	0	0	119	0	290	0
Precinct 9749/9747 - Election Day	158	1,871	214	0	0	56	0	158	0
Precinct 9749/9747 - Vote By Mail	347	1,871	490	0	0	143	0	347	0
Precinct 9749/9747	505	1,871	704	0	0	199	0	505	0
Precinct 9751 - Election Day	95	1,038	135	0	0	40	0	95	0
Precinct 9751 - Vote By Mail	249	1,038	348	0	0	99	0	249	0
Precinct 9751	344	1,038	483	0	0	139	0	344	0
Precinct 9752 - Election Day	65	696	89	0	1	23	0	65	0
Precinct 9752 - Vote By Mail	192	696	266	0	0	74	0	192	0
Precinct 9752	257	696	355	0	1	97	0	257	0
Precinct 9753 - Election Day	69	764	93	0	0	24	0	69	0
Precinct 9753 - Vote By Mail	180	764	237	0	0	57	0	180	0
Precinct 9753	249	764	330	0	0	81	0	249	0
Precinct 9754 - Election Day	86	686	111	0	0	25	0	86	0
Precinct 9754 - Vote By Mail	191	686	241	0	0	50	0	191	0
Precinct 9754	277	686	352	0	0	75	0	277	0
Precinct 9755 - Election Day	61	567	76	0	0	15	0	61	0
Precinct 9755 - Vote By Mail	122	567	170	0	0	48	0	122	0
Precinct 9755	183	567	246	0	0	63	0	183	0
Precinct 9756 - Election Day	53	940	69	0	0	16	0	53	0
Precinct 9756 - Vote By Mail	193	940	264	0	0	71	0	193	0
Precinct 9756	246	940	333	0	0	87	0	246	0
Precinct 9801 - Election Day	42	404	51	0	0	9	0	42	0
Precinct 9801 - Vote By Mail	104	404	135	0	0	31	0	104	0
Precinct 9801	146	404	186	0	0	40	0	146	0
Congressional District 12 - Election Day	37,980	437,850	53,401	0	7	15,413	0	37,981	1
Congressional District 12 - Vote By Mail	91,414	437,850	129,411	0	22	37,974	0	91,415	1
Congressional District 12	129,394	437,850	182,812	0	29	53,387	0	129,396	2
Congressional District 14 - Election Day	4,547	57,200	6,022	0	3	1,472	0	4,547	0
Congressional District 14 - Vote By Mail	12,670	57,200	17,251	0	5	4,576	0	12,670	0
Congressional District 14	17,217	57,200	23,273	0	8	6,048	0	17,217	0
Assembly District 17 - Election Day	24,549	287,476	34,951	0	6	10,395	0	24,550	1
Assembly District 17 - Vote By Mail	59,741	287,476	84,925	0	13	25,170	0	59,742	1
Assembly District 17	84,290	287,476	119,876	0	19	35,565	0	84,292	2
Assembly District 19 - Election Day	17,978	207,574	24,472	0	4	6,490	0	17,978	0
Assembly District 19 - Vote By Mail	44,343	207,574	61,737	0	14	17,380	0	44,343	0
Assembly District 19	62,321	207,574	86,209	0	18	23,870	0	62,321	0
Supervisorial District 1 - Election Day	3,940	42,447	5,463	0	1	1,522	0	3,940	0
Supervisorial District 1 - Vote By Mail	8,968	42,447	12,558	0	1	3,589	0	8,968	0
Supervisorial District 1	12,908	42,447	18,021	0	2	5,111	0	12,908	0
Supervisorial District 2 - Election Day	4,005	49,361	5,273	0	0	1,268	0	4,005	0
Supervisorial District 2 - Vote By Mail	10,195	49,361	13,928	0	0	3,733	0	10,195	0
Supervisorial District 2	14,200	49,361	19,201	0	0	5,001	0	14,200	0
Supervisorial District 3 - Election Day	2,864	38,836	3,915	0	0	1,051	0	2,864	0
Supervisorial District 3 - Vote By Mail	7,784	38,836	10,900	0	2	3,114	0	7,784	0
Supervisorial District 3	10,648	38,836	14,815	0	2	4,165	0	10,648	0
Supervisorial District 4 - Election Day	3,593	43,341	5,028	0	0	1,435	0	3,593	0
Supervisorial District 4 - Vote By Mail	9,062	43,341	13,005	0	7	3,936	0	9,062	0
Supervisorial District 4	12,655	43,341	18,033	0	7	5,371	0	12,655	0
